id,speaker,scene,primary_emotion,secondary_emotion,polarity,introspection,temper,attitude,sensitivity,words
1457,STERLING,4,,,,,,,,2
1459,STERLING,4,grief,loathing,-0.517,-0.88,0.161,-0.491,,25
1461,STERLING,4,pleasantness,loathing,0.187,-0.916,,-0.032,0.926,44
1463,STERLING,4,ecstasy,,0.673,0.913,0.464,0.419,0.895,16
1465,STERLING,4,grief,loathing,-0.303,-0.34,,-0.211,,37
1467,STERLING,4,,,0.835,0.889,,0.659,0.957,44
1469,STERLING,4,,,-0.273,-0.326,-0.161,-0.1,-0.641,41
310,WARDEN,1,,,0.014,,,0.014,,9
315,WARDEN,1,ecstasy,,0.744,0.916,,0.337,0.807,5
317,WARDEN,1,,,,,,,,5
319,WARDEN,1,ecstasy,,0.478,0.919,0.087,0.824,0.078,16
321,WARDEN,1,grief,loathing,-0.802,-0.896,,-0.709,,12
322,WARDEN,1,,,,,,,,9
324,WARDEN,1,enthusiasm,,0.895,,,,0.895,13
326,WARDEN,1,eagerness,,0.414,,,,0.414,4
328,WARDEN,1,,,0.411,0.226,0.223,0.277,0.891,18
330,WARDEN,1,grief,loathing,-0.174,-0.322,0.292,-0.179,,20
332,WARDEN,1,,,0.003,0.861,,0.021,-0.892,8
334,WARDEN,1,,disgust,0.276,-0.449,,-0.362,0.957,6
336,WARDEN,1,ecstasy,enthusiasm,0.84,0.885,,,0.794,11
338,WARDEN,1,pleasantness,,0.659,,,0.659,,12
340,WARDEN,1,enthusiasm,delight,0.76,,,0.688,0.921,19
342,WARDEN,1,,acceptance,-0.376,-0.923,0.253,0.091,,7
344,WARDEN,1,serenity,acceptance,0.172,,0.253,0.091,,5
346,WARDEN,1,loathing,,-0.958,,,-0.958,,11
348,WARDEN,1,,delight,-0.003,0.937,0.366,-0.207,0.812,70
350,WARDEN,1,serenity,,-0.306,-0.834,0.289,-0.3,,27
352,WARDEN,1,ecstasy,enthusiasm,0.437,0.923,0.253,0.255,0.168,52
354,WARDEN,1,serenity,acceptance,0.114,,0.187,0.04,,17
356,WARDEN,1,,,,,,,,4
358,WARDEN,1,,,,,,,,4
360,WARDEN,1,grief,loathing,-0.854,-0.985,,-0.723,,13
362,WARDEN,1,,disgust,0.086,0.933,0.56,-0.175,-0.314,28
365,WARDEN,1,ecstasy,bliss,0.884,0.987,0.781,,,6
380,WARDEN,1,,,0.895,,0.834,,0.957,7
382,WARDEN,1,ecstasy,enthusiasm,0.892,0.981,,,0.803,2
588,WARDEN,1,grief,loathing,-0.188,-0.463,0.834,-0.797,0.692,21
591,WARDEN,1,grief,loathing,-0.044,-0.419,0.474,-0.25,-0.253,96
593,WARDEN,1,pleasantness,,0.344,-0.096,,0.255,0.862,39
595,WARDEN,1,,,-0.655,-0.722,,-0.591,,6
597,WARDEN,1,acceptance,,-0.012,-0.84,0.183,-0.003,,20
599,WARDEN,1,ecstasy,delight,-0.011,0.133,0.234,-0.052,0.079,277
628,WARDEN,2,grief,loathing,-0.144,-0.422,,-0.119,0.848,21
630,WARDEN,2,,,0.069,0.045,0.274,0.015,,34
636,WARDEN,2,joy,pleasantness,0.66,0.66,,0.66,,34
682,WARDEN,2,,,,,,,,3
684,WARDEN,2,,,,,,,,10
688,WARDEN,2,,,,,,,,8
690,WARDEN,2,,,,,,,,7
692,WARDEN,2,terror,loathing,-0.821,,,-0.763,-0.878,5
694,WARDEN,2,ecstasy,delight,0.402,0.447,,0.223,0.682,57
696,WARDEN,2,fear,,-0.441,,,,-0.441,8
698,WARDEN,2,,acceptance,0.247,0.968,0.296,0.049,-0.542,22
700,WARDEN,2,,,0.496,0.958,0.253,0.388,,14
702,WARDEN,2,,,0.595,0.609,,0.715,0.66,12
704,WARDEN,2,,loathing,-0.014,,0.834,-0.759,-0.962,10
706,WARDEN,2,bliss,delight,0.848,,0.96,0.736,,3
708,WARDEN,2,fear,,-0.002,0.66,-0.121,0.119,-0.615,41
710,WARDEN,2,joy,pleasantness,0.66,0.66,,0.66,,10
712,WARDEN,2,ecstasy,delight,0.431,0.641,0.213,0.339,0.882,48
714,WARDEN,2,,delight,0.379,-0.023,0.436,0.328,0.994,27
775,WARDEN,2,grief,loathing,-0.402,-0.468,0.726,-0.691,,25
777,WARDEN,2,,pleasantness,-0.053,0.457,-0.322,0.365,,9
779,WARDEN,2,enthusiasm,loathing,0.251,-0.374,0.479,-0.099,0.703,76
781,WARDEN,2,joy,,0.563,0.563,,,,13
784,WARDEN,2,enthusiasm,,0.957,,,,0.957,6
792,WARDEN,2,,,,,,,,6
794,WARDEN,2,,enthusiasm,-0.052,-0.008,,,0.803,17
797,WARDEN,2,,,0.895,,0.834,,0.957,7
800,WARDEN,2,enthusiasm,,0.957,,,,0.957,5
802,WARDEN,2,,,0.244,,,0.659,-0.172,11
805,WARDEN,2,,loathing,-0.518,-0.896,,-0.471,,20
808,WARDEN,2,grief,loathing,-0.471,-0.426,0.709,-0.786,-0.741,26
811,WARDEN,2,,loathing,0.226,-0.93,0.508,-0.008,0.898,40
814,WARDEN,2,,enthusiasm,0.034,,,0.546,-0.137,10
816,WARDEN,2,,dislike,0.172,-0.619,,0.269,0.28,20
818,WARDEN,2,ecstasy,delight,0.258,0.934,,-0.137,,8
820,WARDEN,2,,,0.254,0.175,0.253,0.184,,18
821,WARDEN,2,ecstasy,,0.97,0.97,,,,5
823,WARDEN,2,,,0.688,,,0.48,0.895,8
825,WARDEN,2,dislike,,-0.243,,,-0.243,,18
827,WARDEN,2,,,,,,,,6
828,WARDEN,2,,loathing,-0.086,-0.128,,-0.748,,7
832,WARDEN,2,,,,,,,,3
836,WARDEN,2,,,0.523,0.867,-0.928,0.768,0.053,17
848,WARDEN,2,,,,,,,,9
874,WARDEN,2,,,0.382,0.26,0.21,0.137,0.957,26
900,WARDEN,3,,,,,,,,6
902,WARDEN,3,ecstasy,delight,0.817,0.875,,0.759,,14
906,WARDEN,3,ecstasy,enthusiasm,0.868,0.991,,,0.745,7
913,WARDEN,3,,delight,0.86,0.928,0.858,0.796,,6
917,WARDEN,3,,,0.609,,,0.45,0.927,19
919,WARDEN,3,,bliss,0.822,0.876,0.789,,,6
921,WARDEN,3,,disgust,0.12,-0.924,,-0.373,0.889,8
923,WARDEN,3,ecstasy,calmness,0.683,0.991,0.376,,,2
925,WARDEN,3,ecstasy,,0.758,0.919,0.536,0.818,,20
927,WARDEN,3,,,,,,,,7
930,WARDEN,3,grief,loathing,-0.009,-0.462,0.442,-0.177,,50
932,WARDEN,3,terror,,-0.9,,,,-0.9,9
934,WARDEN,3,,,0.036,0.99,-0.06,-0.115,,27
936,WARDEN,3,ecstasy,,0.781,0.963,0.376,0.824,,8
938,WARDEN,3,,,0.186,0.029,0.161,0.169,,18
940,WARDEN,3,,,0.66,,0.364,0.716,0.636,12
942,WARDEN,3,,,0.247,0.005,0.255,0.027,0.815,14
944,WARDEN,3,,acceptance,0.132,0.108,0.42,-0.247,0.32,58
946,WARDEN,3,,,0.544,0.922,0.486,0.436,,14
948,WARDEN,3,,bliss,0.613,0.994,0.709,0.494,,10
950,WARDEN,3,serenity,,-0.108,-0.832,0.249,-0.177,-0.866,55
952,WARDEN,3,,delight,0.681,0.753,,0.703,,33
954,WARDEN,3,ecstasy,,0.871,0.988,0.709,,0.803,9
959,WARDEN,3,,bliss,0.715,0.987,0.781,0.546,,6
961,WARDEN,3,,terror,-0.281,-0.938,,0.307,-0.8,22
963,WARDEN,3,,loathing,-0.127,-0.118,,-0.474,,7
965,WARDEN,3,,,-0.007,,,-0.141,0.128,4
967,WARDEN,3,,,0.664,0.888,0.533,0.091,0.882,23
970,WARDEN,3,,acceptance,0.234,-0.112,0.228,0.06,0.957,25
973,WARDEN,3,fear,disgust,-0.452,,,-0.361,-0.542,4
975,WARDEN,3,,enthusiasm,0.814,0.908,,0.659,0.851,30
980,WARDEN,3,serenity,acceptance,0.159,,0.218,0.102,,9
982,WARDEN,3,ecstasy,bliss,0.851,0.994,0.709,,,6
985,WARDEN,3,ecstasy,,0.355,0.459,0.317,0.127,,31
987,WARDEN,3,,delight,-0.023,0.943,-0.89,0.746,,11
989,WARDEN,3,rage,,-0.89,,-0.89,,,7
991,WARDEN,3,ecstasy,delight,0.845,0.989,,0.701,,7
994,WARDEN,3,,,-0.35,-0.969,0.255,-0.344,,4
997,WARDEN,3,grief,loathing,-0.004,-0.173,,-0.051,0.834,62
999,WARDEN,3,,loathing,0.077,-0.896,,-0.709,0.957,4
1002,WARDEN,3,,terror,0.335,-0.844,0.834,,0.113,19
1004,WARDEN,3,,,,,,,,11
1006,WARDEN,3,,,,,,,,5
1010,WARDEN,3,,,,,,,,6
1012,WARDEN,3,ecstasy,calmness,0.683,0.991,0.376,,,2
1016,WARDEN,3,,,,,,,,13
1018,WARDEN,3,,delight,0.712,,0.931,0.684,,8
1020,WARDEN,3,,,0.065,0.201,0.282,0.017,,24
1022,WARDEN,3,,,0.305,0.014,0.709,-0.821,0.957,21
1024,WARDEN,3,pleasantness,,0.546,,,0.546,,2
1036,WARDEN,3,enthusiasm,,0.201,-0.17,0.395,-0.061,0.581,46
1038,WARDEN,3,,enthusiasm,-0.075,0.024,,,0.282,28
1041,WARDEN,3,grief,loathing,-0.053,-0.908,0.255,-0.385,0.851,34
1043,WARDEN,3,ecstasy,delight,0.839,0.861,,0.817,,12
1046,WARDEN,3,ecstasy,,0.327,0.332,0.216,0.185,0.736,34
1048,WARDEN,3,ecstasy,delight,0.253,0.312,0.436,0.168,0.183,71
1050,WARDEN,3,ecstasy,delight,0.2,0.225,-0.172,0.101,0.346,123
1052,WARDEN,3,ecstasy,delight,0.548,0.707,0.276,0.463,0.595,100
1054,WARDEN,3,,loathing,-0.313,-0.969,,-0.263,,9
1056,WARDEN,3,ecstasy,,0.061,0.038,0.633,-0.258,-0.138,111
1058,WARDEN,3,,acceptance,0.236,0.28,0.476,-0.007,0.349,58
1060,WARDEN,3,ecstasy,delight,0.776,0.835,,0.717,,7
1062,WARDEN,3,acceptance,,0.241,,,0.241,,7
1064,WARDEN,3,,,,,,,,2
1066,WARDEN,3,,,,,,,,2
1069,WARDEN,3,ecstasy,bliss,0.355,0.546,0.762,-0.14,0.814,35
1072,WARDEN,3,enthusiasm,,0.891,,,,0.891,16
1074,WARDEN,3,ecstasy,,0.857,0.857,,,,5
1076,WARDEN,3,,,,,,,,3
1079,WARDEN,3,ecstasy,bliss,0.81,0.876,0.745,,,9
1081,WARDEN,3,enthusiasm,,0.895,,,,0.895,9
1082,WARDEN,3,,,0.296,-0.003,,-0.006,0.895,15
1084,WARDEN,3,,,,,,,,2
1086,WARDEN,3,joy,pleasantness,0.66,0.66,,0.66,,14
1088,WARDEN,3,ecstasy,,0.54,0.549,0.617,0.441,0.684,139
1090,WARDEN,3,,,0.435,0.66,,0.416,0.927,22
1092,WARDEN,3,joy,,0.143,0.157,0.069,0.199,0.063,205
1094,WARDEN,3,grief,loathing,-0.802,-0.896,,-0.709,,4
1096,WARDEN,3,grief,loathing,-0.802,-0.896,,-0.709,,11
1098,WARDEN,3,delight,,0.837,,,0.837,,20
1100,WARDEN,3,grief,loathing,-0.264,-0.883,,-0.76,0.851,8
1102,WARDEN,3,acceptance,,0.261,,,0.261,,3
1104,WARDEN,3,serenity,acceptance,0.122,,0.202,0.042,,2
1110,WARDEN,3,annoyance,,-0.264,,-0.264,,,23
1112,WARDEN,3,grief,loathing,0.136,-0.295,0.545,-0.451,0.926,50
1114,WARDEN,3,ecstasy,calmness,0.683,0.991,0.376,,,2
1117,WARDEN,3,serenity,,0.542,0.876,0.413,0.433,0.927,27
1119,WARDEN,3,,,,,,,,9
1121,WARDEN,3,,enthusiasm,0.881,0.889,,,0.839,5
1123,WARDEN,3,,,,,,,,5
1125,WARDEN,3,,loathing,0.186,-0.869,,-0.133,0.851,20
1127,WARDEN,3,,delight,0.766,,,0.738,0.927,9
1129,WARDEN,3,,,,,,,,7
1131,WARDEN,3,grief,loathing,-0.374,-0.932,,-0.31,,22
1133,WARDEN,3,,,,,,,,5
1135,WARDEN,3,,,0.794,,0.632,,0.957,22
1137,WARDEN,3,,,,,,,,4
1139,WARDEN,3,,,,,,,,2
1141,WARDEN,3,,,,,,,,2
1143,WARDEN,3,,,,,,,,5
1145,WARDEN,3,,,,,,,,9
1147,WARDEN,3,,,,,,,,5
1149,WARDEN,3,ecstasy,enthusiasm,0.791,0.901,,,0.681,14
1150,WARDEN,3,,,-0.089,-0.923,0.341,-0.387,,12
1152,WARDEN,3,enthusiasm,delight,0.89,,,0.8,0.98,19
1154,WARDEN,3,ecstasy,calmness,0.683,0.991,0.376,,,2
1156,WARDEN,3,anxiety,,-0.172,,,,-0.172,12
1158,WARDEN,3,,,0.331,,,0.834,-0.172,15
1161,WARDEN,3,grief,loathing,-0.802,-0.896,,-0.709,,2
1163,WARDEN,3,fear,anxiety,-0.132,,,,-0.132,3
1167,WARDEN,3,enthusiasm,,0.859,,,,0.859,7
1169,WARDEN,3,grief,loathing,-0.802,-0.896,,-0.709,,2
1171,WARDEN,3,ecstasy,delight,0.775,0.888,,0.662,,15
1173,WARDEN,3,enthusiasm,,0.973,,,,0.973,5
1181,WARDEN,3,,enthusiasm,0.821,0.88,,,0.776,19
1187,WARDEN,3,,,0.711,,0.465,,0.957,6
1189,WARDEN,3,fear,,-0.441,,,,-0.441,5
1191,WARDEN,3,,,,,,,,6
1193,WARDEN,3,ecstasy,,0.249,0.902,0.202,-0.022,,8
1367,WARDEN,4,grief,loathing,-0.016,-0.283,,-0.194,0.067,15
1378,WARDEN,4,,bliss,0.34,0.994,0.709,,-0.172,22
1380,WARDEN,4,,,-0.36,-0.713,0.235,-0.324,,28
1390,WARDEN,4,sadness,disgust,-0.408,-0.448,,-0.369,,2
1392,WARDEN,4,,loathing,-0.047,-0.896,,-0.471,0.895,10
1394,WARDEN,4,ecstasy,calmness,0.683,0.991,0.376,,,2
1396,WARDEN,4,,,,,,,,2
1398,WARDEN,4,loathing,,-0.852,,,-0.852,,5
1400,WARDEN,4,serenity,,0.245,,0.249,0.241,,11
1402,WARDEN,4,ecstasy,delight,0.606,0.647,0.255,0.36,0.91,56
1404,WARDEN,4,,,0.41,0.573,0.285,0.318,0.039,51
1406,WARDEN,4,ecstasy,loathing,-0.113,0.278,-0.136,-0.086,-0.832,57
1408,WARDEN,4,,loathing,-0.272,-0.834,,-0.802,0.295,24
1410,WARDEN,4,serenity,acceptance,-0.071,,0.291,-0.099,-0.309,21
1412,WARDEN,4,enthusiasm,delight,0.301,0.226,0.233,0.364,0.322,77
1414,WARDEN,4,enthusiasm,delight,0.884,0.883,,0.795,0.894,17
1416,WARDEN,4,,,0.757,0.88,,0.702,0.801,12
1424,WARDEN,4,,acceptance,0.086,-0.24,-0.241,0.026,0.36,124
1433,WARDEN,4,,,,,,,,12
1454,WARDEN,4,serenity,acceptance,0.181,,0.279,0.082,,8
1456,WARDEN,4,serenity,acceptance,0.419,,0.279,0.082,0.895,11
1458,WARDEN,4,,,,,,,,7
1460,WARDEN,4,,,,,,,,5
1462,WARDEN,4,enthusiasm,,0.957,,,,0.957,5
1464,WARDEN,4,,,0.403,0.021,0.486,0.277,,28
1466,WARDEN,4,,,0.11,-0.078,0.745,-0.435,0.643,23
1468,WARDEN,4,,,0.729,0.911,,0.546,,8
1475,WARDEN,4,enthusiasm,,0.957,,,,0.957,17
1477,WARDEN,4,ecstasy,calmness,0.683,0.991,0.376,,,11
1479,WARDEN,4,bliss,,0.983,,0.983,,,5
1480,WARDEN,4,,,0.752,,,0.546,0.957,7
1482,WARDEN,4,pleasantness,,0.546,,,0.546,,3
1484,WARDEN,4,loathing,pleasantness,-0.442,,0.58,-0.481,,12
393,TROTTER,1,ecstasy,delight,0.821,0.887,,0.755,,4
395,TROTTER,1,ecstasy,delight,0.8,0.908,,0.708,0.856,13
398,TROTTER,1,,delight,0.738,0.887,,0.854,0.59,13
400,TROTTER,1,ecstasy,delight,0.44,0.648,0.469,0.306,0.065,95
403,TROTTER,1,rage,terror,-0.908,,-0.988,,-0.829,5
405,TROTTER,1,ecstasy,delight,0.783,0.924,,0.718,,39
412,TROTTER,1,ecstasy,delight,0.858,0.893,0.745,0.765,0.957,15
414,TROTTER,1,pleasantness,,0.495,,,0.495,,4
416,TROTTER,1,serenity,acceptance,0.169,,0.316,0.022,,5
418,TROTTER,1,,,0.021,0.013,,0.03,,6
423,TROTTER,1,,acceptance,0.592,0.66,0.205,0.092,0.968,11
433,TROTTER,1,ecstasy,calmness,0.683,0.991,0.376,,,11
437,TROTTER,1,ecstasy,delight,0.6,0.874,0.274,0.613,0.23,18
441,TROTTER,1,,,,,,,,2
443,TROTTER,1,enthusiasm,delight,0.794,,,0.719,0.87,3
445,TROTTER,1,enthusiasm,,0.341,-0.104,0.376,0.315,0.903,37
448,TROTTER,1,,acceptance,0.561,,0.202,0.521,,16
451,TROTTER,1,ecstasy,,0.873,0.873,,,,3
453,TROTTER,1,,,0.332,,,-0.231,0.895,14
487,TROTTER,1,ecstasy,bliss,0.801,0.896,0.707,,,8
514,TROTTER,1,ecstasy,enthusiasm,0.827,0.908,,,0.746,16
533,TROTTER,1,enthusiasm,,0.957,,,,0.957,8
535,TROTTER,1,enthusiasm,,0.927,,,,0.927,3
550,TROTTER,1,,,,,,,,2
569,TROTTER,1,grief,loathing,-0.871,-0.985,,-0.757,,2
613,TROTTER,2,ecstasy,bliss,0.408,0.521,0.569,0.592,,17
615,TROTTER,2,ecstasy,,0.431,0.351,0.675,0.795,0.899,23
620,TROTTER,2,ecstasy,,0.476,0.466,0.689,-0.807,0.735,18
624,TROTTER,2,,,0.613,0.598,,0.421,0.822,20
631,TROTTER,2,ecstasy,,0.767,0.992,0.542,,,13
662,TROTTER,2,,loathing,-0.375,-0.896,-0.162,-0.709,,5
677,TROTTER,2,ecstasy,delight,0.827,0.859,,0.795,,6
878,TROTTER,3,,,0.191,0.144,0.569,-0.198,0.381,32
880,TROTTER,3,enthusiasm,,0.957,,,,0.957,10
882,TROTTER,3,,enthusiasm,0.867,0.981,,0.842,0.803,6
884,TROTTER,3,ecstasy,,0.034,0.132,0.313,0.005,-0.086,44
886,TROTTER,3,acceptance,,0.322,,,0.322,,4
888,TROTTER,3,ecstasy,,0.303,0.305,0.216,0.113,0.362,42
890,TROTTER,3,enthusiasm,,0.957,,,,0.957,14
892,TROTTER,3,,,,,,,,2
894,TROTTER,3,ecstasy,delight,0.838,0.926,,0.749,,16
896,TROTTER,3,grief,loathing,-0.802,-0.896,,-0.709,,6
898,TROTTER,3,,,0.469,0.99,0.193,0.441,,26
904,TROTTER,3,,enthusiasm,0.865,0.969,,,0.799,9
909,TROTTER,3,ecstasy,bliss,0.81,0.876,0.745,,,7
912,TROTTER,3,,loathing,0.013,-0.966,,0.049,,11
914,TROTTER,3,acceptance,,0.243,,,0.025,0.895,12
920,TROTTER,3,,disgust,-0.16,-0.924,,-0.022,,8
929,TROTTER,3,,anxiety,0.068,0.466,-0.33,,,27
931,TROTTER,3,grief,loathing,-0.759,-0.834,,-0.684,,7
933,TROTTER,3,terror,loathing,-0.79,,,-0.741,-0.84,9
935,TROTTER,3,,,,,,,,18
937,TROTTER,3,ecstasy,delight,0.693,0.744,,0.569,,11
939,TROTTER,3,,,0.18,,,0.18,,23
941,TROTTER,3,,,,,,,,2
943,TROTTER,3,enthusiasm,delight,0.872,,,0.817,0.927,8
945,TROTTER,3,,acceptance,0.352,0.266,,0.297,,18
947,TROTTER,3,,,,,,,,5
949,TROTTER,3,,,0.777,,,0.659,0.895,21
951,TROTTER,3,ecstasy,delight,0.785,0.891,,0.711,0.895,31
953,TROTTER,3,ecstasy,,0.678,0.879,0.51,0.606,,28
956,TROTTER,3,,,0.369,0.991,0.269,-0.1,0.927,22
394,MISS SILLERTON,1,enthusiasm,pleasantness,0.539,-0.003,0.834,0.338,0.957,29
396,MISS SILLERTON,1,,delight,0.748,0.926,,0.704,,17
402,MISS SILLERTON,1,,delight,0.691,0.951,,0.633,,11
408,MISS SILLERTON,1,acceptance,,0.261,,,0.261,,3
410,MISS SILLERTON,1,,bliss,0.505,0.994,0.709,0.16,,11
415,MISS SILLERTON,1,,delight,0.475,0.845,,0.447,,7
420,MISS SILLERTON,1,,,,,,,,3
421,MISS SILLERTON,1,bliss,,0.834,,0.834,,,4
422,MISS SILLERTON,1,,,,,,,,4
435,MISS SILLERTON,1,,acceptance,0.565,,0.176,0.133,0.976,19
444,MISS SILLERTON,1,enthusiasm,,0.926,,,,0.926,15
449,MISS SILLERTON,1,serenity,acceptance,0.122,,0.202,0.042,,4
461,MISS SILLERTON,1,ecstasy,enthusiasm,0.848,0.888,,,0.807,12
463,MISS SILLERTON,1,ecstasy,,0.786,0.974,0.376,0.821,,11
465,MISS SILLERTON,1,ecstasy,,0.54,0.904,,0.187,0.848,19
482,MISS SILLERTON,1,ecstasy,delight,0.855,0.944,,0.766,,4
483,MISS SILLERTON,1,,,,,,,,1
494,MISS SILLERTON,1,,,,,,,,5
496,MISS SILLERTON,1,ecstasy,delight,0.87,0.938,,0.79,,13
498,MISS SILLERTON,1,,delight,0.861,0.862,,0.701,0.942,13
500,MISS SILLERTON,1,,,,,,,,7
502,MISS SILLERTON,1,serenity,acceptance,0.181,,0.279,0.082,,10
504,MISS SILLERTON,1,grief,loathing,-0.816,-0.853,,-0.778,,8
506,MISS SILLERTON,1,ecstasy,enthusiasm,0.857,0.974,,,0.74,11
508,MISS SILLERTON,1,,delight,0.852,0.862,0.834,0.701,0.942,16
512,MISS SILLERTON,1,enthusiasm,delight,0.895,,,0.819,0.972,2
519,MISS SILLERTON,1,,,,,,,,2
527,MISS SILLERTON,1,serenity,acceptance,0.181,,0.279,0.082,,10
529,MISS SILLERTON,1,,,,,,,,2
540,MISS SILLERTON,1,ecstasy,delight,0.845,0.943,,0.746,,12
542,MISS SILLERTON,1,,bliss,0.862,0.876,0.789,,0.942,15
546,MISS SILLERTON,1,acceptance,,0.261,,,0.261,,3
555,MISS SILLERTON,1,serenity,acceptance,0.122,,0.202,0.042,,2
574,MISS SILLERTON,1,,acceptance,0.534,,0.393,0.042,0.895,22
579,MISS SILLERTON,1,serenity,acceptance,0.122,,0.202,0.042,,2
601,MISS SILLERTON,2,,,,,,,,4
609,MISS SILLERTON,2,,,0.061,0.048,0.276,0.444,,10
612,MISS SILLERTON,2,,,-0.006,-0.012,,0.0,,16
617,MISS SILLERTON,2,loathing,,-0.977,,,-0.977,,6
743,MISS SILLERTON,2,,,0.422,0.457,0.219,0.711,0.873,20
746,MISS SILLERTON,2,dislike,delight,-0.017,0.032,,0.117,0.873,24
758,MISS SILLERTON,2,grief,loathing,-0.893,-0.966,,-0.821,,7
767,MISS SILLERTON,2,,,,,,,,3
397,MISS GODESBY,1,ecstasy,delight,0.339,0.514,0.315,0.54,,21
399,MISS GODESBY,1,ecstasy,bliss,0.398,0.937,0.486,-0.167,-0.903,56
401,MISS GODESBY,1,serenity,acceptance,0.388,,0.423,0.112,,15
404,MISS GODESBY,1,pleasantness,,0.546,,,0.546,,15
406,MISS GODESBY,1,ecstasy,delight,0.82,0.899,,0.741,,14
409,MISS GODESBY,1,,,0.719,,,0.546,0.891,36
411,MISS GODESBY,1,ecstasy,enthusiasm,0.849,0.916,0.821,,0.782,26
413,MISS GODESBY,1,ecstasy,bliss,0.546,0.94,0.484,0.26,0.743,47
417,MISS GODESBY,1,ecstasy,delight,0.365,0.291,0.479,0.218,0.914,35
419,MISS GODESBY,1,enthusiasm,,0.508,0.542,0.463,0.073,0.79,121
425,MISS GODESBY,1,,,0.242,-0.13,-0.704,0.567,0.873,24
429,MISS GODESBY,1,,,0.246,0.003,0.339,-0.239,0.891,15
431,MISS GODESBY,1,,delight,0.887,0.997,,0.763,0.895,12
440,MISS GODESBY,1,,delight,0.161,0.956,,0.144,,15
442,MISS GODESBY,1,grief,loathing,-0.823,-0.896,,-0.749,,11
450,MISS GODESBY,1,grief,loathing,-0.816,-0.853,,-0.778,,12
452,MISS GODESBY,1,,,,,,,,7
455,MISS GODESBY,1,,,,,,,,5
458,MISS GODESBY,1,,,,,,,,5
459,MISS GODESBY,1,,,,,,,,4
468,MISS GODESBY,1,ecstasy,bliss,0.421,0.35,0.603,-0.795,0.895,19
470,MISS GODESBY,1,,bliss,0.481,0.896,0.707,0.16,,24
472,MISS GODESBY,1,,,0.29,-0.035,0.745,0.075,,19
488,MISS GODESBY,1,annoyance,sadness,-0.303,-0.34,-0.267,,,3
489,MISS GODESBY,1,ecstasy,,0.735,0.882,0.745,0.546,0.807,20
491,MISS GODESBY,1,ecstasy,,0.164,0.304,0.376,-0.452,0.895,26
493,MISS GODESBY,1,acceptance,,0.261,,,0.261,,11
497,MISS GODESBY,1,enthusiasm,,0.927,,,,0.927,3
503,MISS GODESBY,1,,,,,,,,12
505,MISS GODESBY,1,terror,loathing,-0.888,,,-0.819,-0.957,5
513,MISS GODESBY,1,delight,,0.919,,,0.919,,2
515,MISS GODESBY,1,enthusiasm,,0.889,,,,0.889,6
520,MISS GODESBY,1,,,,,,,,2
522,MISS GODESBY,1,enthusiasm,delight,0.421,,,0.802,0.434,11
524,MISS GODESBY,1,,,,,,,,6
528,MISS GODESBY,1,rage,loathing,-0.828,,-0.93,-0.726,,5
530,MISS GODESBY,1,,,0.098,0.613,0.255,-0.374,-0.868,24
532,MISS GODESBY,1,,,,,,,,8
534,MISS GODESBY,1,,,0.517,0.922,0.253,0.446,,6
538,MISS GODESBY,1,anger,disgust,-0.45,,-0.505,-0.395,,7
541,MISS GODESBY,1,ecstasy,enthusiasm,0.429,0.46,,0.092,0.801,49
549,MISS GODESBY,1,,,0.289,,,-0.029,0.927,16
551,MISS GODESBY,1,,,,,,,,10
553,MISS GODESBY,1,,,0.027,-0.436,,,0.258,15
558,MISS GODESBY,1,enthusiasm,,0.957,,,,0.957,15
560,MISS GODESBY,1,serenity,acceptance,0.122,,0.202,0.042,,2
562,MISS GODESBY,1,serenity,acceptance,0.122,,0.202,0.042,,4
564,MISS GODESBY,1,,,0.466,0.876,0.474,0.042,,20
567,MISS GODESBY,1,,,-0.352,-0.948,0.202,-0.331,,5
570,MISS GODESBY,1,loathing,,-0.877,,,-0.877,,3
572,MISS GODESBY,1,,fear,-0.55,,-0.66,,-0.55,14
576,MISS GODESBY,1,enthusiasm,,0.942,,,,0.942,11
578,MISS GODESBY,1,grief,,-0.924,-0.924,,,,8
602,MISS GODESBY,2,ecstasy,delight,0.85,0.91,,0.758,0.849,12
604,MISS GODESBY,2,,loathing,-0.312,0.238,,-0.794,-0.931,9
608,MISS GODESBY,2,serenity,pleasantness,0.345,,0.29,0.399,,9
626,MISS GODESBY,2,,,0.043,-0.436,-0.857,0.213,0.847,10
629,MISS GODESBY,2,,,0.001,-0.847,,-0.013,0.873,7
645,MISS GODESBY,2,,,0.204,-0.547,0.937,-0.065,0.992,14
752,MISS GODESBY,2,,,,,,,,11
753,MISS GODESBY,2,ecstasy,delight,0.887,0.99,,0.784,,7
755,MISS GODESBY,2,,acceptance,0.273,0.312,,0.233,,7
762,MISS GODESBY,2,,delight,0.241,0.863,-0.974,0.742,0.895,19
764,MISS GODESBY,2,ecstasy,,0.404,0.426,0.669,0.271,0.294,41
766,MISS GODESBY,2,,,,,,,,8
771,MISS GODESBY,2,pleasantness,,0.286,0.035,0.183,0.13,0.329,33
774,MISS GODESBY,2,,delight,0.177,-0.013,,0.363,0.025,24
960,MISS GODESBY,3,pleasantness,,0.546,,,0.546,,3
964,MISS GODESBY,3,,,,,,,,5
968,MISS GODESBY,3,,,,,,,,2
971,MISS GODESBY,3,rage,,-0.911,,-0.911,,,6
977,MISS GODESBY,3,acceptance,,0.329,,,0.329,,4
