id,speaker,scene,primary_emotion,secondary_emotion,polarity,introspection,temper,attitude,sensitivity,words
901,ELSA,3,,,-0.645,,-0.849,,-0.441,13
903,ELSA,3,,,-0.352,,0.217,-0.378,-0.868,18
905,ELSA,3,,loathing,0.084,0.986,,-0.682,-0.954,7
907,ELSA,3,pleasantness,,0.666,0.823,0.56,0.636,,23
909,ELSA,3,,,0.332,0.87,-0.66,0.802,-0.66,11
911,ELSA,3,grief,,-0.982,-0.982,,,,7
913,ELSA,3,,delight,0.728,0.948,0.376,0.671,0.889,13
915,ELSA,3,,,,,,,,6
917,ELSA,3,,,0.471,0.888,0.161,0.028,0.807,9
919,ELSA,3,enthusiasm,delight,0.868,0.926,,0.783,0.911,11
921,ELSA,3,ecstasy,calmness,0.683,0.991,0.376,,,7
923,ELSA,3,enthusiasm,delight,0.792,,,0.711,0.873,17
926,ELSA,3,ecstasy,calmness,0.683,0.991,0.376,,,6
930,ELSA,3,,,-0.062,0.073,0.376,-0.771,,5
932,ELSA,3,ecstasy,calmness,0.683,0.991,0.376,,,2
935,ELSA,3,ecstasy,calmness,0.683,0.991,0.376,,,2
940,ELSA,3,,delight,0.867,0.926,,0.749,0.895,16
942,ELSA,3,,,,,,,,2
944,ELSA,3,sadness,,-0.436,-0.436,,,,7
946,ELSA,3,,,,,,,,3
948,ELSA,3,loathing,,-0.958,,,-0.958,,5
951,ELSA,3,ecstasy,bliss,0.825,0.924,0.726,,,13
953,ELSA,3,,,,,,,,3
955,ELSA,3,,delight,0.732,0.602,,0.72,0.973,13
957,ELSA,3,,,,,,,,6
959,ELSA,3,joy,delight,0.647,0.602,,0.692,,6
961,ELSA,3,,,,,,,,9
963,ELSA,3,,,,,,,,4
965,ELSA,3,,loathing,-0.619,-0.647,,-0.745,,16
967,ELSA,3,pleasantness,,0.659,,,0.659,,13
969,ELSA,3,contentment,bliss,0.421,0.169,0.673,,,6
971,ELSA,3,joy,pleasantness,0.66,0.66,,0.66,,9
973,ELSA,3,,,,,,,,6
975,ELSA,3,joy,,0.644,0.644,,,,4
977,ELSA,3,,,,,,,,8
979,ELSA,3,,,,,,,,16
981,ELSA,3,,,,,,,,3
983,ELSA,3,,bliss,0.675,0.85,0.65,0.659,,8
985,ELSA,3,,,,,,,,4
987,ELSA,3,grief,loathing,-0.885,-0.974,,-0.795,,2
989,ELSA,3,,,,,,,,7
991,ELSA,3,enthusiasm,,0.891,,,,0.891,9
993,ELSA,3,,,,,,,,6
995,ELSA,3,grief,loathing,-0.818,-0.894,,-0.741,,7
997,ELSA,3,,,,,,,,4
448,FIRST GENTLEMAN GUEST,2,,,,,,,,4
449,FIRST GENTLEMAN GUEST,2,,delight,0.682,0.838,,0.672,,11
472,FIRST GENTLEMAN GUEST,2,ecstasy,eagerness,0.509,0.79,0.915,0.292,0.441,50
474,FIRST GENTLEMAN GUEST,2,fear,disgust,-0.492,,,-0.342,-0.641,4
451,THIRD LADY GUEST,2,ecstasy,enthusiasm,0.789,0.88,,,0.699,16
482,THIRD LADY GUEST,2,ecstasy,calmness,0.683,0.991,0.376,,,6
484,THIRD LADY GUEST,2,ecstasy,enthusiasm,0.776,0.821,,,0.803,7
486,THIRD LADY GUEST,2,,,0.124,,-0.603,,0.851,13
489,THIRD LADY GUEST,2,enthusiasm,,0.895,,,,0.895,4
494,THIRD LADY GUEST,2,enthusiasm,,0.904,,,,0.904,12
469,FOURTH LADY GUEST,2,ecstasy,,0.419,0.517,0.271,0.426,0.861,44
471,FOURTH LADY GUEST,2,,,,,,,,7
476,SECOND GENTLEMAN GUEST,2,,,-0.197,,0.58,-0.201,-0.966,21
478,SECOND GENTLEMAN GUEST,2,,,,,,,,3
807,MAN SERVANT,2,anxiety,,-0.172,,,,-0.172,12
861,MAN SERVANT,2,contentment,serenity,0.092,0.165,0.02,,,5
