id,speaker,scene,primary_emotion,secondary_emotion,polarity,introspection,temper,attitude,sensitivity,words
797,LADY FILSON,2,ecstasy,,0.825,0.984,,0.349,0.86,14
800,LADY FILSON,2,ecstasy,delight,0.124,0.355,-0.002,0.313,-0.353,31
804,LADY FILSON,2,,,-0.04,-0.06,,-0.021,,18
806,LADY FILSON,2,,,,,,,,7
811,LADY FILSON,2,,,,,,,,5
818,LADY FILSON,2,,,,,,,,2
820,LADY FILSON,2,,,,,,,,2
823,LADY FILSON,2,ecstasy,enthusiasm,0.839,0.984,,,0.695,14
837,LADY FILSON,2,anxiety,,-0.329,,,,-0.329,3
844,LADY FILSON,2,,,,,,,,3
848,LADY FILSON,2,,,,,,,,2
850,LADY FILSON,2,,,,,,,,2
852,LADY FILSON,2,ecstasy,bliss,0.861,0.986,0.737,,,10
858,LADY FILSON,2,ecstasy,delight,0.867,0.994,,0.739,,5
863,LADY FILSON,2,disgust,,-0.626,,,-0.626,,2
867,LADY FILSON,2,ecstasy,delight,0.247,0.254,,0.817,,12
869,LADY FILSON,2,,,,,,,,3
872,LADY FILSON,2,,,,,,,,3
875,LADY FILSON,2,loathing,,-0.974,,,-0.974,,2
881,LADY FILSON,2,anxiety,dislike,-0.206,,,-0.121,-0.292,6
884,LADY FILSON,2,,delight,0.289,0.934,,0.27,,12
886,LADY FILSON,2,ecstasy,,0.897,0.897,,,,6
890,LADY FILSON,2,grief,loathing,-0.893,-0.966,,-0.821,,4
892,LADY FILSON,2,,,0.331,,,-0.233,0.895,12
898,LADY FILSON,2,,,0.319,0.008,,-0.821,0.88,17
903,LADY FILSON,2,,,0.192,0.212,,-0.821,0.703,30
920,LADY FILSON,2,disgust,,-0.613,,,-0.613,,2
923,LADY FILSON,2,ecstasy,delight,0.838,0.915,,0.76,,7
928,LADY FILSON,2,serenity,acceptance,0.122,,0.202,0.042,,2
930,LADY FILSON,2,,,0.96,0.951,,0.969,,10
932,LADY FILSON,2,,,,,,,,9
934,LADY FILSON,2,serenity,acceptance,0.167,,0.255,0.078,,9
936,LADY FILSON,2,anxiety,dislike,-0.206,,,-0.121,-0.292,4
938,LADY FILSON,2,,,,,,,,6
940,LADY FILSON,2,,,,,,,,6
943,LADY FILSON,2,enthusiasm,delight,0.758,,,0.68,0.836,6
945,LADY FILSON,2,enthusiasm,delight,0.758,,,0.68,0.836,2
1186,LADY FILSON,3,,,0.326,,,-0.243,0.895,11
1188,LADY FILSON,3,,,0.154,0.577,,0.13,-0.866,31
1190,LADY FILSON,3,contentment,,0.077,0.067,0.672,-0.331,,19
1193,LADY FILSON,3,,,,,,,,5
1198,LADY FILSON,3,annoyance,,-0.298,,-0.298,,,10
1202,LADY FILSON,3,grief,loathing,-0.893,-0.966,,-0.821,,3
1217,LADY FILSON,3,anger,,-0.62,,-0.62,,,2
1220,LADY FILSON,3,,bliss,0.882,0.966,0.724,0.919,,3
1222,LADY FILSON,3,grief,loathing,-0.818,-0.956,,-0.679,,2
1231,LADY FILSON,3,,,,,,,,3
1237,LADY FILSON,3,ecstasy,enthusiasm,0.868,0.891,,,0.769,6
1239,LADY FILSON,3,,,-0.254,-0.924,0.195,-0.142,,6
1241,LADY FILSON,3,grief,loathing,-0.818,-0.956,,-0.679,,19
1243,LADY FILSON,3,,,,,,,,7
1245,LADY FILSON,3,,,,,,,,2
1253,LADY FILSON,3,enthusiasm,,0.849,,,,0.849,2
1266,LADY FILSON,3,,,,,,,,4
1273,LADY FILSON,3,,,0.034,0.971,,-0.777,-0.028,19
1278,LADY FILSON,3,grief,loathing,-0.818,-0.956,,-0.679,,3
1282,LADY FILSON,3,ecstasy,delight,0.855,0.9,,0.811,,9
1284,LADY FILSON,3,,,,,,,,4
1286,LADY FILSON,3,,loathing,0.029,-0.293,-0.699,-0.232,0.282,32
1320,LADY FILSON,3,grief,loathing,-0.818,-0.956,,-0.679,,6
1323,LADY FILSON,3,ecstasy,bliss,0.841,0.958,0.724,,,9
1335,LADY FILSON,3,,,,,,,,2
1347,LADY FILSON,3,ecstasy,enthusiasm,0.831,0.906,,,0.756,4
1352,LADY FILSON,3,ecstasy,delight,0.834,0.98,,0.687,,5
1367,LADY FILSON,3,grief,loathing,-0.883,-0.999,,-0.766,,2
1380,LADY FILSON,3,,acceptance,0.577,,0.88,0.114,0.434,9
1401,LADY FILSON,3,grief,loathing,-0.893,-0.966,,-0.821,,3
1407,LADY FILSON,3,,,,,,,,8
1412,LADY FILSON,3,,,,,,,,4
1416,LADY FILSON,3,ecstasy,delight,0.863,0.896,,0.829,,4
1419,LADY FILSON,3,,,,,,,,5
1421,LADY FILSON,3,,,,,,,,10
1423,LADY FILSON,3,,,,,,,,2
1425,LADY FILSON,3,grief,loathing,-0.873,-0.955,,-0.805,-0.903,18
1427,LADY FILSON,3,,,,,,,,3
1429,LADY FILSON,3,,,,,,,,5
1434,LADY FILSON,3,,,,,,,,3
1438,LADY FILSON,3,,,,,,,,7
1447,LADY FILSON,3,enthusiasm,,0.822,0.991,0.376,0.696,0.956,8
1449,LADY FILSON,3,fear,disgust,-0.452,,,-0.361,-0.542,10
1452,LADY FILSON,3,ecstasy,delight,0.405,0.747,-0.014,0.155,0.994,70
1462,LADY FILSON,3,,loathing,-0.173,-0.966,,-0.137,,8
1466,LADY FILSON,3,,,,,,,,2
421,BERTRAM,2,,loathing,-0.173,-0.966,,-0.137,,6
423,BERTRAM,2,,bliss,0.715,0.987,0.781,0.546,,6
426,BERTRAM,2,ecstasy,calmness,0.683,0.991,0.376,,,9
428,BERTRAM,2,ecstasy,,0.96,0.96,,,,4
430,BERTRAM,2,grief,,-0.76,-0.883,-0.66,-0.793,-0.682,15
432,BERTRAM,2,,,,,,,,2
434,BERTRAM,2,calmness,acceptance,0.49,0.998,0.51,0.307,,19
442,BERTRAM,2,,,,,,,,7
444,BERTRAM,2,ecstasy,enthusiasm,0.839,0.941,,,0.736,7
446,BERTRAM,2,,,,,,,,5
450,BERTRAM,2,grief,loathing,-0.823,-0.937,,-0.708,,15
451,BERTRAM,2,,,,,,,,2
453,BERTRAM,2,rage,,-0.833,,-0.833,,,14
455,BERTRAM,2,ecstasy,delight,0.864,0.909,,0.813,0.927,23
457,BERTRAM,2,serenity,acceptance,0.226,0.298,0.232,0.202,0.194,23
459,BERTRAM,2,grief,loathing,-0.101,-0.92,0.434,-0.425,0.329,22
461,BERTRAM,2,,,,,,,,5
463,BERTRAM,2,,,0.159,0.169,0.673,-0.752,0.008,28
465,BERTRAM,2,,bliss,0.162,0.994,0.191,-0.228,0.258,16
467,BERTRAM,2,ecstasy,,0.87,0.936,0.781,0.781,0.891,9
469,BERTRAM,2,ecstasy,delight,0.836,0.951,,0.721,,5
471,BERTRAM,2,ecstasy,,0.537,0.971,0.024,0.721,0.957,11
609,BERTRAM,2,ecstasy,enthusiasm,0.845,0.997,,,0.692,6
611,BERTRAM,2,enthusiasm,,0.943,,,,0.943,3
613,BERTRAM,2,grief,loathing,-0.877,-0.985,,-0.77,,7
616,BERTRAM,2,serenity,acceptance,0.122,,0.202,0.042,,5
618,BERTRAM,2,ecstasy,enthusiasm,0.814,0.947,,,0.681,6
620,BERTRAM,2,,enthusiasm,0.841,0.941,0.842,,0.736,7
622,BERTRAM,2,terror,loathing,-0.797,,,-0.745,-0.85,5
624,BERTRAM,2,,,,,,,,4
626,BERTRAM,2,,,,,,,,4
628,BERTRAM,2,,,,,,,,4
631,BERTRAM,2,ecstasy,enthusiasm,0.163,0.922,0.745,-0.727,-0.028,41
633,BERTRAM,2,contentment,serenity,0.459,0.523,0.031,,,20
635,BERTRAM,2,ecstasy,delight,0.838,0.926,,0.749,,16
645,BERTRAM,2,ecstasy,,0.438,0.353,,0.426,0.425,25
647,BERTRAM,2,,enthusiasm,0.551,0.782,,0.191,0.736,15
651,BERTRAM,2,,loathing,0.044,-0.999,,0.102,,10
654,BERTRAM,2,,delight,0.583,0.951,,0.525,,4
657,BERTRAM,2,,,,,,,,9
665,BERTRAM,2,,,,,,,,7
667,BERTRAM,2,,,,,,,,4
672,BERTRAM,2,,,,,,,,6
675,BERTRAM,2,,,,,,,,4
680,BERTRAM,2,ecstasy,,0.838,0.904,0.683,,0.818,16
682,BERTRAM,2,grief,loathing,-0.646,-0.886,,-0.518,,15
686,BERTRAM,2,,,0.286,0.012,,-0.05,0.895,16
709,BERTRAM,2,ecstasy,delight,0.826,0.956,,0.696,,4
741,BERTRAM,2,,,,,,,,10
747,BERTRAM,2,,,,,,,,5
768,BERTRAM,2,ecstasy,,0.731,0.943,0.724,0.616,,12
770,BERTRAM,2,ecstasy,delight,0.214,0.433,0.086,0.278,0.251,52
772,BERTRAM,2,enthusiasm,,0.895,,,,0.895,6
776,BERTRAM,2,,,,,,,,6
789,BERTRAM,2,,,0.485,0.968,0.183,0.395,,13
792,BERTRAM,2,,delight,0.167,0.021,-0.704,0.333,0.364,40
795,BERTRAM,2,sadness,loathing,-0.385,-0.577,,-0.336,-0.006,35
799,BERTRAM,2,ecstasy,delight,0.251,0.341,0.51,0.055,0.963,35
802,BERTRAM,2,ecstasy,delight,0.836,0.951,,0.721,,4
805,BERTRAM,2,,,0.351,,,0.351,,18
808,BERTRAM,2,pleasantness,,0.659,,,0.659,,13
1082,BERTRAM,3,,,0.055,0.013,0.376,-0.13,,28
1091,BERTRAM,3,anger,disgust,-0.66,,-0.66,,,17
1093,BERTRAM,3,grief,loathing,-0.523,-0.828,-0.69,-0.354,,20
1095,BERTRAM,3,,,-0.013,-0.966,0.232,-0.002,,33
1097,BERTRAM,3,enthusiasm,,0.922,0.843,,,0.961,24
1099,BERTRAM,3,ecstasy,delight,0.848,0.9,0.906,0.737,0.847,20
1101,BERTRAM,3,ecstasy,delight,0.604,0.89,,0.385,,23
1103,BERTRAM,3,grief,loathing,0.028,-0.17,,-0.785,0.851,37
1105,BERTRAM,3,ecstasy,delight,0.201,0.363,-0.096,0.215,0.301,77
1107,BERTRAM,3,,,-0.192,-0.211,,-0.686,0.8,57
1109,BERTRAM,3,,delight,0.337,0.334,0.464,0.178,0.932,107
1111,BERTRAM,3,,,,,,,,4
1113,BERTRAM,3,ecstasy,delight,0.468,0.928,0.511,0.358,-0.842,40
1115,BERTRAM,3,ecstasy,delight,0.127,0.347,-0.426,0.17,0.216,144
1117,BERTRAM,3,,acceptance,0.724,0.327,,0.562,0.965,15
1119,BERTRAM,3,dislike,,-0.217,,,-0.217,,8
1121,BERTRAM,3,,,,,,,,3
1123,BERTRAM,3,ecstasy,bliss,0.497,0.4,0.768,0.165,0.965,39
1125,BERTRAM,3,contentment,acceptance,0.234,0.32,,0.149,,3
1127,BERTRAM,3,ecstasy,calmness,0.683,0.991,0.376,,,2
1129,BERTRAM,3,,,,,,,,3
1131,BERTRAM,3,joy,,0.66,0.66,,,,10
1133,BERTRAM,3,grief,terror,-0.869,-0.938,,,-0.8,11
1135,BERTRAM,3,enthusiasm,,0.957,,,,0.957,15
1136,BERTRAM,3,grief,,-0.999,-0.999,,,,2
1138,BERTRAM,3,grief,loathing,-0.277,-0.388,0.378,-0.406,,51
1140,BERTRAM,3,,loathing,-0.348,-0.928,,-0.743,0.96,19
1144,BERTRAM,3,grief,loathing,-0.782,-0.876,,-0.687,,7
1146,BERTRAM,3,enthusiasm,,0.927,,,,0.927,8
1156,BERTRAM,3,grief,,-0.999,-0.999,,,,6
1158,BERTRAM,3,,loathing,0.201,-0.126,0.546,-0.108,0.975,51
1161,BERTRAM,3,ecstasy,delight,0.545,0.631,0.409,0.125,0.769,77
1164,BERTRAM,3,enthusiasm,,0.916,,,,0.916,9
1172,BERTRAM,3,ecstasy,,0.76,0.971,0.376,0.721,,4
1224,BERTRAM,3,ecstasy,delight,0.807,0.887,0.931,0.717,,31
1229,BERTRAM,3,joy,delight,0.655,0.511,,0.798,,6
1233,BERTRAM,3,joy,delight,0.655,0.511,,0.798,,4
1242,BERTRAM,3,ecstasy,enthusiasm,0.814,0.947,,,0.681,15
1246,BERTRAM,3,,,0.756,0.616,,,0.895,15
1248,BERTRAM,3,,,,,,,,5
1251,BERTRAM,3,anger,,-0.608,,-0.608,,,12
1263,BERTRAM,3,ecstasy,calmness,0.683,0.991,0.376,,,2
1265,BERTRAM,3,,delight,0.574,0.867,,0.769,0.329,6
1267,BERTRAM,3,,,0.909,,,0.922,0.895,14
1276,BERTRAM,3,ecstasy,,0.564,0.792,0.56,0.345,,20
1280,BERTRAM,3,,,,,,,,4
1288,BERTRAM,3,ecstasy,delight,0.16,0.324,-0.231,0.724,-0.681,23
1290,BERTRAM,3,,loathing,-0.001,-0.966,,-0.821,0.891,7
1293,BERTRAM,3,ecstasy,,0.139,0.334,-0.264,-0.034,0.707,17
1295,BERTRAM,3,ecstasy,enthusiasm,0.839,0.941,,,0.736,7
1297,BERTRAM,3,grief,loathing,-0.893,-0.966,,-0.821,,6
1299,BERTRAM,3,,,,,,,,5
1303,BERTRAM,3,,delight,-0.013,-0.904,-0.825,0.22,0.933,25
1305,BERTRAM,3,grief,loathing,-0.268,-0.329,,-0.795,,13
1307,BERTRAM,3,,,,,,,,12
1310,BERTRAM,3,,delight,0.475,0.951,,0.207,0.895,14
1314,BERTRAM,3,,,-0.105,0.013,0.376,-0.821,,9
1318,BERTRAM,3,,,-0.396,-0.899,,-0.349,,6
1326,BERTRAM,3,,,0.021,0.056,,0.721,-0.751,13
1328,BERTRAM,3,,acceptance,0.592,,0.486,0.014,0.934,11
1331,BERTRAM,3,,,,,,,,12
1332,BERTRAM,3,grief,,-0.999,-0.999,,,,6
1334,BERTRAM,3,grief,,-0.338,-0.337,,0.721,-0.742,17
1337,BERTRAM,3,ecstasy,,0.201,0.299,,0.102,,18
1342,BERTRAM,3,,,,,,,,8
1345,BERTRAM,3,,bliss,0.887,0.876,0.745,,0.965,9
1365,BERTRAM,3,grief,loathing,-0.276,-0.341,,-0.746,,18
1394,BERTRAM,3,enthusiasm,,0.895,,,,0.895,13
1397,BERTRAM,3,,,-0.052,-0.027,0.662,-0.817,,7
1399,BERTRAM,3,,,,,,,,2
1403,BERTRAM,3,,,,,,,,7
1431,BERTRAM,3,disgust,,-0.578,,,-0.578,,2
1432,BERTRAM,3,ecstasy,bliss,0.81,0.876,0.745,,,10
1454,BERTRAM,3,,,,,,,,10
1456,BERTRAM,3,grief,,-0.622,-0.972,-0.33,-0.565,,35
1458,BERTRAM,3,,calmness,0.789,0.991,0.376,,0.895,9
1460,BERTRAM,3,pleasantness,,0.546,,,0.546,,10
470,SIR RANDLE,2,grief,loathing,-0.845,-0.865,,-0.824,,10
472,SIR RANDLE,2,,delight,-0.322,0.047,-0.915,0.678,,14
473,SIR RANDLE,2,,,,,,,,8
475,SIR RANDLE,2,,,0.161,0.884,-0.592,0.698,0.064,26
477,SIR RANDLE,2,,,-0.338,-0.168,0.754,-0.862,-0.797,11
479,SIR RANDLE,2,calmness,,0.189,0.189,0.479,-0.163,,39
481,SIR RANDLE,2,ecstasy,,0.249,0.9,0.314,0.075,-0.312,30
483,SIR RANDLE,2,ecstasy,calmness,0.683,0.991,0.376,,,4
485,SIR RANDLE,2,,,,,,,,4
487,SIR RANDLE,2,,,,,,,,2
489,SIR RANDLE,2,,,,,,,,4
491,SIR RANDLE,2,dislike,,-0.233,,,-0.233,,5
493,SIR RANDLE,2,ecstasy,,0.679,0.907,0.681,0.579,,6
495,SIR RANDLE,2,,loathing,-0.641,-0.656,,-0.815,,9
497,SIR RANDLE,2,,,,,,,,13
499,SIR RANDLE,2,,,,,,,,5
501,SIR RANDLE,2,ecstasy,delight,0.298,0.451,0.317,0.421,,65
503,SIR RANDLE,2,,,,,,,,2
507,SIR RANDLE,2,grief,loathing,-0.569,-0.917,0.508,-0.577,,16
509,SIR RANDLE,2,,,,,,,,10
511,SIR RANDLE,2,grief,loathing,-0.764,-0.841,,-0.686,,10
513,SIR RANDLE,2,joy,calmness,0.461,0.58,0.342,,,6
516,SIR RANDLE,2,,,,,,,,3
518,SIR RANDLE,2,acceptance,,0.275,,,0.275,,3
520,SIR RANDLE,2,,,0.205,-0.24,,-0.005,0.898,31
523,SIR RANDLE,2,ecstasy,delight,0.599,0.559,0.589,0.227,0.934,33
525,SIR RANDLE,2,,,,,,,,3
526,SIR RANDLE,2,ecstasy,delight,0.838,0.926,,0.749,,6
527,SIR RANDLE,2,serenity,,0.317,,0.317,,,3
529,SIR RANDLE,2,ecstasy,delight,0.838,0.926,,0.749,,19
531,SIR RANDLE,2,ecstasy,delight,0.549,0.465,0.317,0.391,0.912,64
533,SIR RANDLE,2,,,0.035,0.115,0.703,-0.284,-0.375,21
537,SIR RANDLE,2,,,,,,,,4
540,SIR RANDLE,2,ecstasy,,0.39,0.274,0.776,-0.043,0.804,15
542,SIR RANDLE,2,calmness,,0.479,,0.479,,,6
546,SIR RANDLE,2,,,,,,,,2
549,SIR RANDLE,2,serenity,acceptance,0.122,,0.202,0.042,,2
552,SIR RANDLE,2,,,,,,,,2
563,SIR RANDLE,2,,,,,,,,2
566,SIR RANDLE,2,,,,,,,,3
568,SIR RANDLE,2,grief,loathing,-0.829,-0.954,,-0.732,-0.868,13
572,SIR RANDLE,2,,,0.261,0.875,0.868,-0.028,-0.99,11
575,SIR RANDLE,2,ecstasy,bliss,0.81,0.876,0.745,,,12
577,SIR RANDLE,2,grief,disgust,-0.66,-0.972,,-0.348,,4
580,SIR RANDLE,2,,delight,0.693,0.861,,0.681,,5
582,SIR RANDLE,2,,,0.661,0.993,,0.329,,10
583,SIR RANDLE,2,,,,,,,,9
585,SIR RANDLE,2,ecstasy,calmness,0.421,0.922,0.331,0.051,,11
589,SIR RANDLE,2,,,0.361,0.01,0.656,0.381,-0.793,23
591,SIR RANDLE,2,,,,,,,,2
593,SIR RANDLE,2,,,,,,,,10
597,SIR RANDLE,2,,,,,,,,3
599,SIR RANDLE,2,ecstasy,bliss,0.845,0.887,0.803,,,2
601,SIR RANDLE,2,grief,loathing,-0.804,-0.892,,-0.716,,7
604,SIR RANDLE,2,ecstasy,calmness,0.658,0.947,0.369,,,5
608,SIR RANDLE,2,grief,terror,-0.869,-0.938,,,-0.8,4
610,SIR RANDLE,2,,delight,0.816,0.878,0.632,0.762,0.908,24
637,SIR RANDLE,2,melancholy,,-0.33,-0.33,,,,6
639,SIR RANDLE,2,,,,,,,,1
640,SIR RANDLE,2,,,,,,,,6
641,SIR RANDLE,2,annoyance,,-0.211,,-0.211,,,2
642,SIR RANDLE,2,annoyance,,-0.211,,-0.211,,,2
643,SIR RANDLE,2,ecstasy,delight,0.82,0.919,,0.721,,4
646,SIR RANDLE,2,,loathing,0.087,,,-0.672,0.025,22
648,SIR RANDLE,2,,,,,,,,9
650,SIR RANDLE,2,,enthusiasm,0.724,0.862,0.632,,0.769,19
652,SIR RANDLE,2,,,,,,,,11
653,SIR RANDLE,2,ecstasy,,0.699,0.897,,0.567,0.502,14
656,SIR RANDLE,2,,,0.571,0.863,0.317,0.552,,22
658,SIR RANDLE,2,,,-0.136,-0.227,0.74,-0.827,,6
659,SIR RANDLE,2,,,,,,,,2
661,SIR RANDLE,2,ecstasy,delight,0.135,0.169,-0.31,0.328,0.994,41
663,SIR RANDLE,2,ecstasy,delight,0.726,0.963,0.376,0.669,0.95,26
666,SIR RANDLE,2,,,,,,,,4
671,SIR RANDLE,2,,,,,,,,4
676,SIR RANDLE,2,,,0.24,0.994,-0.401,0.183,,11
681,SIR RANDLE,2,ecstasy,calmness,0.683,0.991,0.376,,,6
684,SIR RANDLE,2,grief,,-0.457,-0.913,,0.329,-0.329,17
687,SIR RANDLE,2,,,,,,,,2
689,SIR RANDLE,2,,,,,,,,3
691,SIR RANDLE,2,,delight,0.636,0.918,0.436,0.756,,12
693,SIR RANDLE,2,,,,,,,,11
702,SIR RANDLE,2,,,,,,,,4
706,SIR RANDLE,2,ecstasy,enthusiasm,0.816,0.862,,,0.769,10
708,SIR RANDLE,2,terror,loathing,-0.271,0.992,,-0.803,-0.912,27
710,SIR RANDLE,2,acceptance,,0.261,,,0.261,,6
715,SIR RANDLE,2,,,,,,,,4
718,SIR RANDLE,2,ecstasy,enthusiasm,0.816,0.862,,,0.769,3
721,SIR RANDLE,2,enthusiasm,delight,0.883,,,0.771,0.994,3
723,SIR RANDLE,2,,,,,,,,5
727,SIR RANDLE,2,,,,,,,,4
733,SIR RANDLE,2,,delight,0.712,,0.931,0.684,,3
738,SIR RANDLE,2,ecstasy,delight,0.854,0.945,,0.763,,2
740,SIR RANDLE,2,ecstasy,,0.951,0.951,,,,8
746,SIR RANDLE,2,enthusiasm,delight,0.758,,,0.663,0.854,4
749,SIR RANDLE,2,serenity,,0.169,,0.169,,,2
752,SIR RANDLE,2,,,-0.062,-0.966,0.325,-0.079,,13
765,SIR RANDLE,2,,loathing,-0.626,-0.668,,-0.748,,23
769,SIR RANDLE,2,,,,,,,,2
773,SIR RANDLE,2,,,,,,,,3
775,SIR RANDLE,2,,,,,,,,9
778,SIR RANDLE,2,ecstasy,calmness,0.683,0.991,0.376,,,6
780,SIR RANDLE,2,grief,disgust,-0.62,-0.867,,-0.373,,7
782,SIR RANDLE,2,,,0.079,-0.005,,0.161,,6
784,SIR RANDLE,2,enthusiasm,delight,0.322,0.424,,0.222,0.42,30
786,SIR RANDLE,2,,,,,,,,2
788,SIR RANDLE,2,,,,,,,,11
791,SIR RANDLE,2,,,,,,,,2
794,SIR RANDLE,2,,,0.138,-0.604,,0.662,0.246,4
796,SIR RANDLE,2,,delight,0.152,0.885,,0.112,,12
798,SIR RANDLE,2,annoyance,loathing,-0.387,-0.966,-0.507,-0.774,-0.015,20
801,SIR RANDLE,2,grief,loathing,-0.331,-0.966,,-0.308,0.87,12
803,SIR RANDLE,2,grief,,-0.29,-0.311,,-0.08,,31
807,SIR RANDLE,2,,,,,,,,4
815,SIR RANDLE,2,grief,loathing,-0.893,-0.966,,-0.821,,8
817,SIR RANDLE,2,,,,,,,,2
821,SIR RANDLE,2,,,,,,,,2
824,SIR RANDLE,2,,,,,,,,3
827,SIR RANDLE,2,ecstasy,,0.247,0.318,0.388,0.019,0.77,35
830,SIR RANDLE,2,ecstasy,,0.5,0.452,0.494,0.309,0.891,127
832,SIR RANDLE,2,grief,loathing,-0.893,-0.929,,-0.821,,10
834,SIR RANDLE,2,ecstasy,,0.72,0.938,0.218,0.542,0.756,27
836,SIR RANDLE,2,ecstasy,delight,0.472,0.954,,0.79,-0.329,21
838,SIR RANDLE,2,ecstasy,delight,0.378,0.384,0.479,0.236,,47
840,SIR RANDLE,2,ecstasy,,0.869,0.972,0.771,0.763,,7
842,SIR RANDLE,2,,loathing,-0.263,-0.916,,-0.221,0.002,7
845,SIR RANDLE,2,,delight,0.224,-0.02,,0.16,0.485,62
849,SIR RANDLE,2,,,-0.376,-0.966,0.195,-0.366,,21
851,SIR RANDLE,2,ecstasy,delight,0.028,0.241,-0.133,0.068,-0.561,80
861,SIR RANDLE,2,,,0.036,0.002,,-0.328,0.703,10
864,SIR RANDLE,2,,,,,,,,2
870,SIR RANDLE,2,enthusiasm,,0.004,-0.966,,0.052,0.172,38
874,SIR RANDLE,2,,,0.771,0.581,0.795,0.801,0.836,20
877,SIR RANDLE,2,,,0.195,0.562,,0.196,-0.914,21
879,SIR RANDLE,2,,,,,,,,6
883,SIR RANDLE,2,anxiety,dislike,-0.206,,,-0.121,-0.292,9
885,SIR RANDLE,2,,,0.063,-0.034,0.285,-0.369,,16
888,SIR RANDLE,2,grief,loathing,-0.893,-0.966,,-0.821,,4
893,SIR RANDLE,2,grief,loathing,-0.893,-0.966,,-0.821,,7
897,SIR RANDLE,2,,,,,,,,3
905,SIR RANDLE,2,ecstasy,,0.407,0.368,,0.204,0.626,26
909,SIR RANDLE,2,,loathing,0.145,-0.966,0.999,-0.246,,11
912,SIR RANDLE,2,ecstasy,delight,0.857,0.874,,0.813,,6
913,SIR RANDLE,2,,,,,,,,2
915,SIR RANDLE,2,ecstasy,bliss,0.826,0.979,0.672,,,2
917,SIR RANDLE,2,,calmness,-0.086,0.068,0.376,,,6
919,SIR RANDLE,2,disgust,,-0.613,,,-0.613,,4
922,SIR RANDLE,2,ecstasy,delight,0.43,0.436,,0.243,,21
927,SIR RANDLE,2,serenity,acceptance,0.122,,0.202,0.042,,2
929,SIR RANDLE,2,,,,,,,,3
931,SIR RANDLE,2,ecstasy,enthusiasm,0.893,0.986,,,0.8,7
933,SIR RANDLE,2,,,0.052,0.04,,-0.67,0.8,5
935,SIR RANDLE,2,grief,loathing,-0.271,-0.309,0.776,-0.738,,10
937,SIR RANDLE,2,grief,loathing,-0.212,-0.064,0.376,-0.742,-0.904,30
939,SIR RANDLE,2,,,0.317,0.264,,0.724,-0.001,19
941,SIR RANDLE,2,ecstasy,delight,0.508,0.899,-0.505,0.359,0.794,9
942,SIR RANDLE,2,,,,,,,,2
944,SIR RANDLE,2,,,,,,,,2
946,SIR RANDLE,2,grief,loathing,-0.818,-0.956,,-0.679,,10
947,SIR RANDLE,2,,,-0.282,-0.893,,,0.329,5
1166,SIR RANDLE,3,ecstasy,delight,0.879,0.934,,0.824,,16
1168,SIR RANDLE,3,ecstasy,,0.365,0.605,-0.925,0.163,0.567,50
1171,SIR RANDLE,3,grief,loathing,0.252,0.018,0.234,-0.071,0.807,54
1174,SIR RANDLE,3,,delight,0.086,0.019,0.711,0.118,-0.231,75
1176,SIR RANDLE,3,,,0.402,-0.021,0.842,0.684,0.025,14
1178,SIR RANDLE,3,,,,,,,,2
1180,SIR RANDLE,3,sadness,disgust,-0.405,-0.449,,-0.362,,4
1182,SIR RANDLE,3,,,,,,,,3
1184,SIR RANDLE,3,ecstasy,,0.367,0.914,0.731,0.037,0.258,38
1191,SIR RANDLE,3,,,-0.032,-0.979,0.977,-0.064,,7
1192,SIR RANDLE,3,grief,,-0.934,-0.934,,,,14
1203,SIR RANDLE,3,grief,loathing,-0.893,-0.966,,-0.821,,3
1223,SIR RANDLE,3,,,,,,,,6
1235,SIR RANDLE,3,,,,,,,,3
1244,SIR RANDLE,3,,,,,,,,5
1249,SIR RANDLE,3,,,0.217,0.229,,-0.814,0.769,15
1254,SIR RANDLE,3,,,0.922,0.848,0.996,,,10
1272,SIR RANDLE,3,ecstasy,delight,0.278,0.28,,0.277,,24
1274,SIR RANDLE,3,grief,loathing,-0.351,-0.408,,-0.748,,9
1279,SIR RANDLE,3,,,,,,,,6
1287,SIR RANDLE,3,,serenity,0.541,0.284,0.031,,0.926,14
1309,SIR RANDLE,3,,,0.259,-0.028,,0.257,,8
1322,SIR RANDLE,3,,,,,,,,7
1330,SIR RANDLE,3,,,,,,,,5
1341,SIR RANDLE,3,ecstasy,calmness,0.683,0.991,0.376,,,8
1346,SIR RANDLE,3,grief,loathing,-0.843,-0.962,,-0.723,,5
1351,SIR RANDLE,3,eagerness,,0.626,,,,0.626,4
1360,SIR RANDLE,3,,,0.226,0.981,0.601,-0.79,-0.018,21
1362,SIR RANDLE,3,serenity,acceptance,0.412,0.888,0.288,0.099,0.807,11
1379,SIR RANDLE,3,,loathing,-0.141,0.613,,-0.799,-0.99,14
1388,SIR RANDLE,3,,,,,,,,5
1400,SIR RANDLE,3,,,,,,,,4
1402,SIR RANDLE,3,grief,loathing,-0.893,-0.966,,-0.821,,6
1408,SIR RANDLE,3,pleasantness,,0.413,,,0.413,,4
1414,SIR RANDLE,3,joy,bliss,0.651,0.629,0.672,,,5
1417,SIR RANDLE,3,ecstasy,delight,0.863,0.896,,0.829,,4
1435,SIR RANDLE,3,pleasantness,,0.546,,,0.546,,3
1446,SIR RANDLE,3,,,,,,,,9
1448,SIR RANDLE,3,serenity,,0.179,0.737,0.2,0.104,-0.903,30
